epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,1.5652979009416368,50.59777777777778,1.4298742923736572,59.34,0.001
2,1.2593737594604493,66.80222222222223,1.477911812877655,59.08,0.0009972609476841367
3,1.129278343349033,73.61333333333333,1.592112596130371,54.74,0.0009890738003669028
4,1.0599197129567464,77.07555555555555,1.237760827445984,69.14,0.0009755282581475768
5,1.0110840271843804,79.38666666666667,1.1260702651977539,73.32,0.0009567727288213003
6,0.9723293975194295,81.33777777777777,1.0491395463943483,78.64,0.0009330127018922195
7,0.9445929288228353,82.49333333333334,1.0020787373542785,79.76,0.0009045084971874739
8,0.9149292950630188,83.99111111111111,1.0789133610725403,76.92,0.0008715724127386972
9,0.8947591577847799,84.98666666666666,0.9377089626312256,82.92,0.0008345653031794292
10,0.8728319776746962,86.05111111111111,0.9344200361251831,82.68,0.0007938926261462366
11,0.8509242548200819,86.91111111111111,0.9078573174476624,84.1,0.00075
12,0.8329016178237068,87.84444444444445,0.8854094324111939,85.26,0.0007033683215379003
13,0.8157010668118795,88.66444444444444,0.9018479293823242,84.5,0.0006545084971874739
14,0.7961972155041165,89.55777777777777,0.8874883299827576,85.3,0.0006039558454088797
15,0.7793903855641683,90.24444444444444,0.8482125063896179,86.6,0.0005522642316338269
16,0.7666383813646105,90.87333333333333,0.8181524371147155,87.88,0.0005000000000000002
17,0.7492177069981892,91.64222222222222,0.8375688865661621,87.58,0.0004477357683661734
18,0.7343925670941671,92.3711111111111,0.8072238292694092,88.66,0.00039604415459112036
19,0.7186187191115485,93.21111111111111,0.802311945438385,88.52,0.0003454915028125264
20,0.7020905589633518,93.84444444444445,0.7805878751754761,89.72,0.0002966316784621
21,0.6879125157886081,94.49111111111111,0.8024648090362548,89.22,0.00025000000000000017
22,0.6747595783657497,95.22,0.7759515748023987,90.3,0.00020610737385376354
23,0.6604501432842679,95.85333333333334,0.7762291875839233,89.84,0.00016543469682057108
24,0.6492138731426663,96.3,0.7536255773544311,91.18,0.00012842758726130298
25,0.6381315777672661,96.90666666666667,0.7560267098426818,91.06,9.549150281252637e-05
26,0.6290530100928412,97.31555555555556,0.7574294528961182,91.0,6.698729810778068e-05
27,0.6231945878346761,97.54888888888888,0.7487186890602112,91.14,4.322727117869953e-05
28,0.617949485344357,97.79333333333334,0.7471264203071595,91.52,2.447174185242324e-05
29,0.614750552283393,97.99111111111111,0.7468505016326904,91.4,1.092619963309716e-05
30,0.6131229766633776,98.03333333333333,0.7462750602722168,91.42,2.7390523158633003e-06
