step,epoch,loss,gradient_norm,gradient_change,parameter_distance,gradient_change_per_distance,gradient_cosine_similarity
0,1,2.3028149604797363,0.017632748931646347,0.0,0.0,nan,1.0
1,1,2.3006510734558105,0.011665154248476028,0.021838994696736336,0.00598110631108284,3.6513302992573844,-0.07280929386615753
2,1,2.296785831451416,0.032245878130197525,0.03242327272891998,0.004558103624731302,7.113325057595924,0.16562944650650024
3,1,2.304975986480713,0.06113780662417412,0.07022475451231003,0.003922780975699425,17.90177808736545,-0.03902924805879593
4,1,2.285435199737549,0.04544750228524208,0.0845615342259407,0.003325903555378318,25.42513119155132,-0.2424536645412445
5,1,2.301046133041382,0.07126405835151672,0.07550179958343506,0.0031466837972402573,23.99408534459438,0.2228497564792633
6,1,2.3030781745910645,0.07557922601699829,0.12529094517230988,0.002864027163013816,43.74642349427518,-0.4555293023586273
7,1,2.2895631790161133,0.0695454478263855,0.09256363660097122,0.0023761980701237917,38.95451215316785,0.188421830534935
8,1,2.2836978435516357,0.09172923862934113,0.11644906550645828,0.002594024408608675,44.89127593402895,-0.024262908846139908
9,1,2.281670331954956,0.058445487171411514,0.08985007554292679,0.002540589077398181,35.36584343460309,0.35039910674095154
10,1,2.2835493087768555,0.08014453202486038,0.12097414582967758,0.002640455262735486,45.815639271369264,-0.5119161009788513
11,1,2.2626497745513916,0.09585556387901306,0.13103674352169037,0.002468765713274479,53.077836757497785,-0.10147969424724579
12,1,2.2645368576049805,0.1265164017677307,0.1255616396665573,0.0024549374356865883,51.14657418201807,0.3887493908405304
13,1,2.2614731788635254,0.1557040512561798,0.19074012339115143,0.002668127417564392,71.4883862500349,0.09818609803915024
14,1,2.2244081497192383,0.15705864131450653,0.17574724555015564,0.0026803379878401756,65.56906119581333,0.3685203194618225
15,1,2.223456382751465,0.21697494387626648,0.3073892891407013,0.0028104933444410563,109.37200393969768,-0.3336867094039917
16,1,2.214323043823242,0.32788482308387756,0.2701619863510132,0.0028026928193867207,96.39371981198049,0.573488175868988
17,1,2.2226624488830566,0.31591594219207764,0.3314465582370758,0.0028832973912358284,114.95399650572027,0.4704127609729767
18,1,2.1945784091949463,0.41148921847343445,0.6108145117759705,0.002968220505863428,205.78474900007137,-0.3998897671699524
19,1,2.1556875705718994,0.4292140305042267,0.540560781955719,0.0027580787427723408,195.991787171516,0.17365877330303192
20,1,2.170375347137451,0.35139667987823486,0.5051355361938477,0.0028006986249238253,180.36054707870846,0.17418403923511505
21,1,2.1147775650024414,0.3778929114341736,0.5654260516166687,0.002881207736209035,196.24619374395792,-0.20115898549556732
22,1,2.200364351272583,0.5384846925735474,0.7036329507827759,0.00258705485612154,271.9822307276654,-0.1531541496515274
23,1,2.130629539489746,0.6760727763175964,0.7565729022026062,0.0023896668571978807,316.6018308885793,0.2398507297039032
24,1,2.1472785472869873,0.5538395047187805,0.9560403227806091,0.0025661431718617678,372.55922945522576,-0.20056921243667603
25,1,2.0174190998077393,0.6126775741577148,0.5600720643997192,0.002678821561858058,209.0740467279379,0.5428884029388428
26,1,2.0806760787963867,0.39598435163497925,0.6723321676254272,0.0029183088336139917,230.38417314894693,0.16517603397369385
27,1,2.1393215656280518,0.4121685326099396,0.6578999161720276,0.0027744947001338005,237.1242288335603,-0.32517704367637634
28,1,2.087676763534546,0.497765451669693,0.5421569347381592,0.002447329228743911,221.53003705856963,0.30151399970054626
29,1,2.081451892852783,0.3961432874202728,0.6376433372497559,0.0024595449212938547,259.25256811911396,-0.004790132865309715
30,1,2.1525068283081055,0.9374151229858398,1.0815824270248413,0.0025564697571098804,423.07655860853333,-0.18061690032482147
31,1,2.1541333198547363,0.9313259124755859,0.6224291324615479,0.002564797643572092,242.68157529756107,0.7781422734260559
32,1,2.0024304389953613,0.6189926862716675,1.322098970413208,0.002887630369514227,457.8491015924655,-0.43143072724342346
33,1,2.03568696975708,0.5557175278663635,0.6349796652793884,0.0027594335842877626,230.11232047582803,0.41974887251853943
34,1,2.0685062408447266,0.3017275333404541,0.49844029545783997,0.002423166297376156,205.69793166798303,0.45152372121810913
35,1,1.9943344593048096,0.8252711296081543,0.7864680290222168,0.0023647865746170282,332.5746337804643,0.30838531255722046
36,1,2.1500914096832275,1.2932586669921875,1.510884404182434,0.0024274804163724184,622.408483294902,0.033176861703395844
37,1,2.0804100036621094,0.7889245748519897,1.1145718097686768,0.0025385674089193344,439.05543175753166,0.5158612728118896
38,1,1.9768118858337402,0.45952335000038147,1.065640926361084,0.0025384430773556232,419.800993714303,-0.4165553152561188
39,1,2.1367170810699463,1.0464943647384644,0.9190961718559265,0.00226507312618196,405.7688739635388,0.4799181818962097
40,1,2.044055700302124,0.5815811157226562,0.7714164853096008,0.001826988416723907,422.2339223654622,0.688690721988678
41,1,1.9888155460357666,0.6077415943145752,0.7214096784591675,0.0018950753146782517,380.67599365128626,0.26475295424461365
42,1,2.037095069885254,0.6364657878875732,0.9072895646095276,0.0020993209909647703,432.182390646497,-0.0629977285861969
43,1,2.020254135131836,0.44070616364479065,0.7526155710220337,0.0020494849886745214,367.2218021507824,0.05861176550388336
44,1,1.9181134700775146,0.5740824937820435,0.6584268808364868,0.0020392872393131256,322.8710836528643,0.1783914566040039
45,1,2.011796236038208,0.6145174503326416,0.7542286515235901,0.0020026802085340023,376.6096295901875,0.19607104361057281
46,1,2.028593063354492,0.4060233235359192,0.5982224345207214,0.002138423267751932,279.7493104111315,0.3699604570865631
47,1,2.0549745559692383,0.7528577446937561,0.8484574556350708,0.001979050925001502,428.7193648816424,0.019251704216003418
48,1,1.9920451641082764,0.42243385314941406,0.727683961391449,0.0019139761570841074,380.19489359786826,0.3391498029232025
49,1,1.9750089645385742,0.39263635873794556,0.5588549971580505,0.0019266849849373102,290.0603894913492,0.06117939576506615
50,1,1.9178065061569214,0.5282104015350342,0.6755360960960388,0.0018631491111591458,362.5775801034832,-0.055882327258586884
51,1,1.9403488636016846,0.552574634552002,0.6325032711029053,0.0019516765605658293,324.0820143474645,0.315690279006958
52,1,1.9701892137527466,0.6152251958847046,0.699036717414856,0.0019826467614620924,352.5775397829087,0.28707757592201233
53,1,2.0853891372680664,0.7676770687103271,1.2163946628570557,0.002128192689269781,571.562278636725,-0.5418084263801575
54,1,1.9395837783813477,0.9240229725837708,1.3107554912567139,0.0018177932361140847,721.0696272909065,-0.19379211962223053
55,1,2.1322379112243652,1.0856084823608398,1.4411625862121582,0.002011543372645974,716.4461904276318,-0.022222984582185745
56,1,1.968069314956665,0.6724445223808289,1.2800654172897339,0.0019817857537418604,645.9151373314747,-0.005369632504880428
57,1,1.9729316234588623,1.0450420379638672,1.127139925956726,0.001999888103455305,563.6014955083292,0.19484607875347137
58,1,1.9905158281326294,0.8866618871688843,1.3685798645019531,0.0022541694343090057,607.1326510207421,0.0028441683389246464
59,1,2.0804386138916016,0.6019339561462402,0.9587530493736267,0.0022696307860314846,422.4268789771019,0.2148035168647766
60,1,1.9054713249206543,0.6739915609359741,0.834877610206604,0.002391113666817546,349.15847865893585,0.1473614126443863
61,1,2.1219682693481445,0.7239736318588257,0.9192480444908142,0.002419578842818737,379.92068215471653,0.13667887449264526
62,1,2.011972665786743,0.7574549317359924,0.527592658996582,0.0018592203268781304,283.77091803986343,0.7472241520881653
63,1,2.0432114601135254,0.715713620185852,0.8270120620727539,0.0017282787011936307,478.51776539372986,0.3707985579967499
64,1,1.9629464149475098,0.5313864946365356,0.5720468759536743,0.001739941886626184,328.77355292761865,0.6144552230834961
65,1,2.021233081817627,0.47927242517471313,0.5091267824172974,0.0017254804261028767,295.06378323119975,0.49643582105636597
66,1,2.006295680999756,0.7284623384475708,0.5815770030021667,0.001636836095713079,355.30558284078273,0.6045389175415039
67,1,2.0312082767486572,0.7393673062324524,0.5146303772926331,0.0016314134700223804,315.4506118461638,0.7542473077774048
68,1,2.0281662940979004,0.38402900099754333,0.7119266986846924,0.0018629690166562796,382.1462903137717,0.32982975244522095
69,1,1.9468482732772827,0.3847047686576843,0.5774959921836853,0.0018568505765870214,311.00832746873476,-0.12869299948215485
70,1,2.015690326690674,0.4136085510253906,0.41259899735450745,0.0017986103193834424,229.3987713224869,0.46768003702163696
71,1,1.9383573532104492,0.6745403409004211,0.7893965244293213,0.0017308997921645641,456.06136646544235,0.005250564776360989
72,1,2.044235944747925,0.5057046413421631,0.6925161480903625,0.0016845654463395476,411.09483136743404,0.3388315737247467
73,1,2.0373024940490723,0.9740905165672302,0.8983731269836426,0.0016579460352659225,541.8590882178804,0.4034852087497711
74,1,1.862235426902771,0.4857480525970459,1.000564694404602,0.0018580136820673943,538.5130928052603,0.1940918266773224
75,1,1.8565845489501953,0.5166957378387451,0.6150704622268677,0.0018606114899739623,330.57436522413127,0.24825076758861542
76,1,1.9343578815460205,0.6184129118919373,0.7982920408248901,0.0017555804224684834,454.71687346708336,0.018994780257344246
77,1,1.9685777425765991,0.5696468949317932,0.8993777632713318,0.001741214538924396,516.5232331605192,-0.1446990966796875
78,1,1.918014407157898,0.8889967203140259,0.9552761316299438,0.0016217459924519062,589.0417710764117,0.19969862699508667
79,1,1.833667278289795,0.5436614155769348,1.0501147508621216,0.00177023746073246,593.205586344118,-0.017440389841794968
80,1,1.874829888343811,0.6701107621192932,0.9026760458946228,0.0018187302630394697,496.32211232140975,-0.09635663032531738
81,1,1.7896232604980469,0.9603835344314575,0.9875454306602478,0.0016299972776323557,605.8571043104452,0.3077699542045593
82,1,1.9611763954162598,0.876764178276062,1.431549310684204,0.0015297542558982968,935.8034502368976,-0.21274875104427338
83,1,1.9078149795532227,0.6304714679718018,1.1870546340942383,0.0014294808497652411,830.4096093971349,-0.21970002353191376
84,1,1.9746475219726562,0.9018574953079224,1.1183825731277466,0.0015414776280522346,725.5263085075725,-0.0351199172437191
85,1,1.9143040180206299,1.1321359872817993,1.4277299642562866,0.0015629518311470747,913.4830234713334,0.027749542146921158
86,1,1.8777618408203125,0.6621718406677246,1.3162728548049927,0.0016313355881720781,806.8682276954951,-0.008250975050032139
87,1,1.9701859951019287,0.8698685169219971,0.9161632061004639,0.001702123903669417,538.2470712768976,0.30884242057800293
88,1,1.8849740028381348,0.49857768416404724,0.9897096753120422,0.0017403485253453255,568.6847553225931,0.029658470302820206
89,1,1.7235623598098755,0.6409367322921753,0.7460055351257324,0.00168804288841784,441.9351784509128,0.16093456745147705
90,1,1.9561885595321655,0.725886881351471,0.9674279093742371,0.0017941019032150507,539.2268452759541,0.0019291117787361145
91,1,1.9332571029663086,0.595852792263031,0.6061402559280396,0.0015201849164441228,398.7279766897486,0.5948213338851929
92,1,1.8997435569763184,0.5666813254356384,0.6174050569534302,0.001363952411338687,452.6587964659718,0.436801016330719
93,1,1.9297542572021484,0.8579806089401245,1.1545019149780273,0.0014740456826984882,783.219901885617,-0.2834382653236389
94,1,1.843400478363037,0.7003357410430908,0.9950517416000366,0.0014993903459981084,663.6375539270625,0.19677405059337616
95,1,1.8649390935897827,0.8174904584884644,0.9662520289421082,0.001594789675436914,605.8805394995992,0.19660350680351257
96,1,1.8773503303527832,0.7391055822372437,0.8306971788406372,0.0015859806444495916,523.775105167773,0.4340449869632721
97,1,1.8805155754089355,0.574718713760376,0.7487658858299255,0.0016012899577617645,467.60168712762567,0.3718748688697815
98,1,1.899266004562378,0.6150181293487549,0.46192488074302673,0.0015557111473754048,296.9220099260244,0.7004625797271729
99,1,1.903317928314209,0.9046762585639954,1.017212152481079,0.001689390279352665,602.1179149147532,0.1455501765012741
100,1,1.9117839336395264,0.5423014760017395,1.0027797222137451,0.001791828079149127,559.6405893415446,0.10901086032390594
101,1,1.8488447666168213,0.519049346446991,0.749092698097229,0.001841158838942647,406.8593552348927,0.004197976551949978
