epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.4515532129499646,45.92888888888889,1.6789916873931885,45.2
2,0.9255396584404839,67.14888888888889,0.8654550675392151,69.6
3,0.7015546464284261,75.54888888888888,0.777885360622406,73.94
4,0.5640041308138105,80.66444444444444,0.8033186086297035,73.86
5,0.4640119685490926,84.08444444444444,0.6669435919284821,77.18
