step,epoch,loss,gradient_norm,gradient_change,parameter_distance,gradient_change_per_distance,gradient_cosine_similarity
0,1,2.4329872131347656,2.327011823654175,0.0,0.0,nan,1.0
1,1,2.9748363494873047,4.748809814453125,6.412449836730957,0.06722936779260635,95.38167689621164,-0.5951457023620605
2,1,3.1784448623657227,6.1474738121032715,8.858881950378418,0.04479695484042168,197.75634263391436,-0.310640424489975
3,1,2.854146957397461,4.645956039428711,8.670486450195312,0.03571847826242447,242.7451244281196,-0.27661922574043274
4,1,2.7573208808898926,3.5875983238220215,6.1793718338012695,0.028350450098514557,217.96379995127634,-0.1118583008646965
5,1,2.372964382171631,2.7121543884277344,2.135066032409668,0.024310734122991562,87.82400488640353,0.8051356077194214
6,1,2.4157447814941406,2.2919728755950928,4.45468807220459,0.022962069138884544,194.0020320146545,-0.5819752216339111
7,1,2.1932907104492188,1.8321542739868164,1.5223504304885864,0.019877102226018906,76.58814716442151,0.7492265701293945
8,1,2.1931114196777344,1.6997101306915283,1.4796503782272339,0.018736399710178375,78.97196906102657,0.6512953639030457
9,1,2.165802001953125,1.089518666267395,2.0957469940185547,0.01744745671749115,120.11762103513685,-0.08534345030784607
10,1,2.1170272827148438,0.8181230425834656,1.1670150756835938,0.01602041907608509,72.8454773961367,0.2773580551147461
11,1,2.144062042236328,1.5291131734848022,1.3536936044692993,0.014712932519614697,92.00705587853467,0.46963369846343994
12,1,2.1716156005859375,1.1823806762695312,1.5180308818817139,0.013757728040218353,110.34023041042907,0.39596179127693176
13,1,2.054091453552246,1.7206547260284424,2.218996286392212,0.013188174925744534,168.2565100088661,-0.13892275094985962
14,1,2.1518402099609375,1.2439188957214355,1.3359626531600952,0.012641144916415215,105.68367517290898,0.636154055595398
15,1,2.0603885650634766,1.0823580026626587,1.6391745805740356,0.01252376101911068,130.88516924530347,0.011861583217978477
16,1,2.2508010864257812,2.9242334365844727,2.370816707611084,0.011633514426648617,203.79196007874543,0.6479904055595398
17,1,2.0336074829101562,1.4698175191879272,2.275876522064209,0.012772995978593826,178.17875507659554,0.643528938293457
18,1,2.178802490234375,2.7676563262939453,3.610990047454834,0.013858046382665634,260.56992073367917,-0.3956493139266968
19,1,2.0310420989990234,1.421324372291565,2.212639570236206,0.011992529965937138,184.5014835502479,0.6081125736236572
20,1,2.06787109375,1.2964239120483398,0.935838520526886,0.011120816692709923,84.15195991319237,0.766586422920227
21,1,1.9709815979003906,1.0442842245101929,1.4713715314865112,0.011329827830195427,129.86706890329964,0.22392313182353973
22,1,2.051802635192871,2.489210367202759,2.8191235065460205,0.011125931516289711,253.3831439119037,-0.12709611654281616
23,1,2.003572463989258,0.8460273742675781,2.3475887775421143,0.009879537858068943,237.6213150116897,0.33257314562797546
24,1,1.979217529296875,0.9364266395568848,1.003129243850708,0.010341244749724865,97.00275625691935,0.37008166313171387
25,1,1.8630523681640625,1.0959125757217407,1.5963075160980225,0.010665690526366234,149.66752618143695,-0.2291266769170761
26,1,1.9976158142089844,1.2652556896209717,1.4264320135116577,0.010610627010464668,134.43428103776031,0.2766415476799011
27,1,1.949127197265625,1.0755518674850464,1.3744736909866333,0.009929756633937359,138.41967549225075,0.3191046714782715
28,1,1.9517784118652344,1.0764291286468506,0.8550233244895935,0.009951114654541016,85.92236690785376,0.6842752695083618
29,1,1.827301025390625,1.055891513824463,1.5744651556015015,0.010736263357102871,146.64926736916067,-0.0903286561369896
30,1,1.8879966735839844,1.411454439163208,1.9274404048919678,0.010434224270284176,184.72292285121392,-0.2039516419172287
31,1,1.7869224548339844,1.223737359046936,0.9727084636688232,0.009006612934172153,107.99936344308219,0.7363077998161316
32,1,1.8938026428222656,1.2820066213607788,1.6483521461486816,0.009875981137156487,166.90515334694925,0.135134756565094
33,1,1.8072853088378906,0.9626988768577576,1.2838562726974487,0.009975208900868893,128.70470036829184,0.3735429644584656
34,1,1.8022212982177734,0.8803659677505493,1.0274593830108643,0.009051524102687836,113.51230702747196,0.3812035024166107
35,1,1.7858409881591797,1.8796303272247314,1.4744703769683838,0.008585285395383835,171.74389773474297,0.6448031067848206
36,1,1.8825149536132812,2.375401020050049,3.494124174118042,0.009577350690960884,364.8320174195773,-0.33969205617904663
37,1,1.941976547241211,1.2960095405578613,1.7879748344421387,0.009660043753683567,185.08972423239265,0.6700111627578735
38,1,1.8245048522949219,1.035966157913208,1.5722784996032715,0.009970379993319511,157.69494248531657,0.1045740395784378
39,1,1.9325447082519531,1.6374058723449707,1.2650861740112305,0.009393913671374321,134.67083244188996,0.6348771452903748
